Unnamed: 0,Año,Trimestre,Provincia,Velocidad_Media,Objetivo_KPI
410,2018,3,Catamarca,781.0,27235.000000000004
411,2018,3,Chaco,1.289,-54.885
412,2018,3,Chubut,608.0,21180.0
413,2018,3,Córdoba,1.482,-48.13
414,2018,3,Corrientes,1.149,-59.785
415,2018,3,Entre Ríos,1.052,-63.18
416,2018,3,Formosa,932.0,32520.0
417,2018,3,Jujuy,767.0,26745.0
418,2018,3,La Pampa,428.0,14880.000000000002
419,2018,3,La Rioja,616.0,21460.000000000004
420,2018,3,Mendoza,579.0,20165.0
421,2018,3,Misiones,1.249,-56.285
422,2018,3,Neuquén,1.467,-48.655
423,2018,3,Río Negro,1.006,-64.79
424,2018,3,Salta,927.0,32345.0
425,2018,3,San Juan,574.0,19990.0
426,2018,3,San Luis,881.0,30735.000000000004
427,2018,3,Santa Cruz,537.0,18695.0
428,2018,3,Santa Fe,1.236,-56.74
429,2018,3,Santiago Del Estero,578.0,20130.0
430,2018,3,Tierra Del Fuego,599.0,20865.0
431,2018,3,Tucumán,1.526,-46.589999999999996
432,2018,2,Buenos Aires,1.468,-22.929999999999996
433,2018,2,Capital Federal,1.894,-0.5650000000000044
434,2018,2,Catamarca,769.0,40272.5
435,2018,2,Chaco,1.25,-34.375
436,2018,2,Chubut,533.0,27882.5
437,2018,2,Córdoba,1.388,-27.13
438,2018,2,Corrientes,1.088,-42.879999999999995
439,2018,2,Entre Ríos,1.019,-46.502500000000005
440,2018,2,Formosa,897.0,46992.5
441,2018,2,Jujuy,629.0,32922.5
442,2018,2,La Pampa,410.0,21425.0
443,2018,2,La Rioja,559.0,29247.500000000004
444,2018,2,Mendoza,588.0,30770.0
445,2018,2,Misiones,1.176,-38.260000000000005
446,2018,2,Neuquén,1.337,-29.807499999999997
447,2018,2,Río Negro,951.0,49827.5
448,2018,2,Salta,893.0,46782.50000000001
449,2018,2,San Juan,585.0,30612.5
450,2018,2,San Luis,590.0,30875.0
451,2018,2,Santa Cruz,519.0,27147.500000000004
452,2018,2,Santa Fe,1.175,-38.31249999999999
453,2018,2,Santiago Del Estero,591.0,30927.500000000004
454,2018,2,Tierra Del Fuego,594.0,31085.000000000004
455,2018,2,Tucumán,1.351,-29.0725
456,2018,1,Buenos Aires,1.42,49.09999999999999
457,2018,1,Capital Federal,1.775,86.375
458,2018,1,Catamarca,820.0,86000.0
459,2018,1,Chaco,1.244,30.620000000000005
460,2018,1,Chubut,542.0,56810.0
461,2018,1,Córdoba,1.279,34.29499999999999
462,2018,1,Corrientes,1.112,16.76000000000002
463,2018,1,Entre Ríos,988.0,103640.00000000001
464,2018,1,Formosa,1.106,16.130000000000024
465,2018,1,Jujuy,674.0,70670.0
466,2018,1,La Pampa,400.0,41900.0
467,2018,1,La Rioja,589.0,61745.00000000001
468,2018,1,Mendoza,588.0,61640.0
469,2018,1,Misiones,1.208,26.839999999999996
470,2018,1,Neuquén,1.196,25.580000000000002
471,2018,1,Río Negro,898.0,94190.00000000001
472,2018,1,Salta,919.0,96395.0
473,2018,1,San Juan,585.0,61325.0
474,2018,1,San Luis,589.0,61745.00000000001
475,2018,1,Santa Cruz,519.0,54395.00000000001
476,2018,1,Santa Fe,1.117,17.284999999999997
477,2018,1,Santiago Del Estero,625.0,65525.0
478,2018,1,Tierra Del Fuego,577.0,60485.0
479,2018,1,Tucumán,936.0,98180.0
480,2017,4,Buenos Aires,1.297,-65.95375
481,2017,4,Capital Federal,1.52,-60.099999999999994
482,2017,4,Catamarca,778.0,20322.500000000004
483,2017,4,Chaco,1.17,-69.28750000000001
484,2017,4,Chubut,541.0,14101.250000000002
485,2017,4,Córdoba,1.164,-69.44500000000001
486,2017,4,Corrientes,1.038,-72.7525
487,2017,4,Entre Ríos,930.0,24312.5
488,2017,4,Formosa,1.011,-73.46125
489,2017,4,Jujuy,664.0,17330.0
490,2017,4,La Pampa,398.0,10347.5
491,2017,4,La Rioja,588.0,15335.0
492,2017,4,Mendoza,571.0,14888.750000000002
493,2017,4,Misiones,1.132,-70.285
494,2017,4,Neuquén,1.072,-71.85999999999999
495,2017,4,Río Negro,805.0,21031.25
496,2017,4,Salta,845.0,22081.25
497,2017,4,San Juan,583.0,15203.75
498,2017,4,San Luis,573.0,14941.25
499,2017,4,Santa Cruz,521.0,13576.250000000002
500,2017,4,Santa Fe,1.03,-72.96249999999999
501,2017,4,Santiago Del Estero,617.0,16096.25
502,2017,4,Tierra Del Fuego,520.0,13550.0
503,2017,4,Tucumán,911.0,23813.75
504,2017,3,Buenos Aires,843.0,29405.0
505,2017,3,Capital Federal,1.064,-62.75999999999999
506,2017,3,Catamarca,526.0,18310.000000000004
507,2017,3,Chaco,848.0,29580.0
508,2017,3,Chubut,348.0,12080.000000000002
509,2017,3,Córdoba,912.0,31820.0
510,2017,3,Corrientes,745.0,25975.0
511,2017,3,Entre Ríos,699.0,24365.0
512,2017,3,Formosa,707.0,24645.0
513,2017,3,Jujuy,469.0,16315.0
514,2017,3,La Pampa,344.0,11940.0
515,2017,3,La Rioja,501.0,17435.000000000004
516,2017,3,Mendoza,351.0,12185.0
517,2017,3,Misiones,843.0,29405.0
518,2017,3,Neuquén,817.0,28495.0
519,2017,3,Río Negro,549.0,19115.0
520,2017,3,Salta,613.0,21355.0
521,2017,3,San Juan,345.0,11975.0
522,2017,3,San Luis,350.0,12150.0
523,2017,3,Santa Cruz,361.0,12535.0
524,2017,3,Santa Fe,779.0,27165.000000000004
525,2017,3,Santiago Del Estero,518.0,18030.0
526,2017,3,Tierra Del Fuego,348.0,12080.000000000002
527,2017,3,Tucumán,639.0,22265.0
528,2017,2,Buenos Aires,720.0,37700.0
529,2017,2,Capital Federal,884.0,46310.0
530,2017,2,Catamarca,510.0,26675.0
531,2017,2,Chaco,769.0,40272.5
532,2017,2,Chubut,345.0,18012.5
533,2017,2,Córdoba,742.0,38855.0
534,2017,2,Corrientes,679.0,35547.5
535,2017,2,Entre Ríos,629.0,32922.5
536,2017,2,Formosa,618.0,32345.0
537,2017,2,Jujuy,454.0,23735.000000000004
538,2017,2,La Pampa,332.0,17330.0
539,2017,2,La Rioja,553.0,28932.5
540,2017,2,Mendoza,351.0,18327.5
541,2017,2,Misiones,760.0,39800.0
542,2017,2,Neuquén,670.0,35075.0
543,2017,2,Río Negro,474.0,24785.000000000004
544,2017,2,Salta,576.0,30140.000000000004
545,2017,2,San Juan,349.0,18222.5
546,2017,2,San Luis,350.0,18275.0
547,2017,2,Santa Cruz,360.0,18800.0
548,2017,2,Santa Fe,684.0,35810.0
549,2017,2,Santiago Del Estero,506.0,26465.000000000004
550,2017,2,Tierra Del Fuego,348.0,18170.0
551,2017,2,Tucumán,609.0,31872.500000000004
552,2017,1,Buenos Aires,668.0,70040.0
553,2017,1,Capital Federal,835.0,87575.0
554,2017,1,Catamarca,497.0,52085.0
555,2017,1,Chaco,731.0,76655.0
556,2017,1,Chubut,344.0,36020.0
557,2017,1,Córdoba,680.0,71300.0
558,2017,1,Corrientes,643.0,67415.0
559,2017,1,Entre Ríos,595.0,62375.0
560,2017,1,Formosa,574.0,60170.00000000001
561,2017,1,Jujuy,439.0,45995.00000000001
562,2017,1,La Pampa,322.0,33710.0
563,2017,1,La Rioja,543.0,56915.0
564,2017,1,Mendoza,351.0,36755.0
565,2017,1,Misiones,734.0,76970.0
566,2017,1,Neuquén,603.0,63215.0
567,2017,1,Río Negro,445.0,46625.0
568,2017,1,Salta,534.0,55970.00000000001
569,2017,1,San Juan,349.0,36545.0
570,2017,1,San Luis,350.0,36650.0
571,2017,1,Santa Cruz,359.0,37595.0
572,2017,1,Santa Fe,628.0,65840.0
573,2017,1,Santiago Del Estero,495.0,51875.0
574,2017,1,Tierra Del Fuego,348.0,36440.0
575,2017,1,Tucumán,588.0,61640.0
576,2016,4,Buenos Aires,635.0,16568.75
577,2016,4,Capital Federal,796.0,20795.0
578,2016,4,Catamarca,489.0,12736.250000000002
579,2016,4,Chaco,708.0,18485.0
580,2016,4,Chubut,341.0,8851.25
581,2016,4,Córdoba,647.0,16883.75
582,2016,4,Corrientes,624.0,16280.000000000002
583,2016,4,Entre Ríos,581.0,15151.250000000002
584,2016,4,Formosa,563.0,14678.75
585,2016,4,Jujuy,432.0,11240.0
586,2016,4,La Pampa,319.0,8273.75
587,2016,4,La Rioja,534.0,13917.500000000002
588,2016,4,Mendoza,351.0,9113.75
589,2016,4,Misiones,711.0,18563.75
590,2016,4,Neuquén,568.0,14810.0
591,2016,4,Río Negro,437.0,11371.25
592,2016,4,Salta,522.0,13602.5
593,2016,4,San Juan,349.0,9061.25
594,2016,4,San Luis,350.0,9087.5
595,2016,4,Santa Cruz,356.0,9245.0
596,2016,4,Santa Fe,604.0,15755.000000000002
597,2016,4,Santiago Del Estero,487.0,12683.75
598,2016,4,Tierra Del Fuego,348.0,9035.0
599,2016,4,Tucumán,573.0,14941.25
600,2016,3,Buenos Aires,591.0,20585.000000000004
601,2016,3,Capital Federal,738.0,25730.0
602,2016,3,Catamarca,473.0,16455.0
603,2016,3,Chaco,672.0,23420.0
604,2016,3,Chubut,334.0,11590.0
605,2016,3,Córdoba,607.0,21145.0
606,2016,3,Corrientes,596.0,20760.000000000004
607,2016,3,Entre Ríos,559.0,19465.0
608,2016,3,Formosa,542.0,18870.0
609,2016,3,Jujuy,422.0,14670.000000000002
610,2016,3,La Pampa,314.0,10890.0
611,2016,3,La Rioja,508.0,17680.0
612,2016,3,Mendoza,351.0,12185.0
613,2016,3,Misiones,674.0,23490.0
614,2016,3,Neuquén,529.0,18415.0
615,2016,3,Río Negro,416.0,14460.0
616,2016,3,Salta,505.0,17575.0
617,2016,3,San Juan,349.0,12115.0
618,2016,3,San Luis,350.0,12150.0
619,2016,3,Santa Cruz,354.0,12290.0
620,2016,3,Santa Fe,568.0,19780.0
621,2016,3,Santiago Del Estero,467.0,16245.000000000002
622,2016,3,Tierra Del Fuego,348.0,12080.000000000002
623,2016,3,Tucumán,554.0,19290.0
624,2016,2,Buenos Aires,542.0,28355.0
625,2016,2,Capital Federal,658.0,34445.0
626,2016,2,Catamarca,436.0,22790.0
627,2016,2,Chaco,630.0,32975.0
628,2016,2,Chubut,334.0,17435.0
629,2016,2,Córdoba,552.0,28880.0
630,2016,2,Corrientes,560.0,29300.0
631,2016,2,Entre Ríos,513.0,26832.5
632,2016,2,Formosa,510.0,26675.0
633,2016,2,Jujuy,384.0,20060.000000000004
634,2016,2,La Pampa,315.0,16437.5
635,2016,2,La Rioja,477.0,24942.5
636,2016,2,Mendoza,350.0,18275.0
637,2016,2,Misiones,623.0,32607.5
638,2016,2,Neuquén,487.0,25467.5
639,2016,2,Río Negro,398.0,20795.0
640,2016,2,Salta,475.0,24837.5
641,2016,2,San Juan,349.0,18222.5
642,2016,2,San Luis,350.0,18275.0
643,2016,2,Santa Cruz,350.0,18275.0
644,2016,2,Santa Fe,514.0,26885.000000000004
645,2016,2,Santiago Del Estero,431.0,22527.5
646,2016,2,Tierra Del Fuego,348.0,18170.0
647,2016,2,Tucumán,520.0,27200.0
648,2016,1,Buenos Aires,499.0,52295.00000000001
649,2016,1,Capital Federal,605.0,63425.0
650,2016,1,Catamarca,420.0,44000.0
651,2016,1,Chaco,599.0,62795.00000000001
652,2016,1,Chubut,338.0,35390.0
653,2016,1,Córdoba,516.0,54080.00000000001
654,2016,1,Corrientes,537.0,56285.0
655,2016,1,Entre Ríos,508.0,53240.0
656,2016,1,Formosa,487.0,51035.0
657,2016,1,Jujuy,377.0,39485.0
658,2016,1,La Pampa,305.0,31925.0
659,2016,1,La Rioja,462.0,48410.0
660,2016,1,Mendoza,350.0,36650.0
661,2016,1,Misiones,600.0,62900.0
662,2016,1,Neuquén,442.0,46310.0
663,2016,1,Río Negro,383.0,40115.0
664,2016,1,Salta,474.0,49670.00000000001
665,2016,1,San Juan,349.0,36545.0
666,2016,1,San Luis,350.0,36650.0
667,2016,1,Santa Cruz,348.0,36440.0
668,2016,1,Santa Fe,490.0,51350.0
669,2016,1,Santiago Del Estero,417.0,43685.0
670,2016,1,Tierra Del Fuego,348.0,36440.0
671,2016,1,Tucumán,500.0,52400.0
672,2015,4,Buenos Aires,488.0,12710.0
673,2015,4,Capital Federal,593.0,15466.25
674,2015,4,Catamarca,412.0,10715.0
675,2015,4,Chaco,583.0,15203.75
676,2015,4,Chubut,328.0,8510.0
677,2015,4,Córdoba,507.0,13208.75
678,2015,4,Corrientes,526.0,13707.500000000002
679,2015,4,Entre Ríos,501.0,13051.250000000002
680,2015,4,Formosa,466.0,12132.5
681,2015,4,Jujuy,372.0,9665.0
682,2015,4,La Pampa,294.0,7617.5
683,2015,4,La Rioja,452.0,11765.0
684,2015,4,Mendoza,350.0,9087.5
685,2015,4,Misiones,590.0,15387.5
686,2015,4,Neuquén,436.0,11345.0
687,2015,4,Río Negro,377.0,9796.25
688,2015,4,Salta,467.0,12158.75
689,2015,4,San Juan,348.0,9035.0
690,2015,4,San Luis,350.0,9087.5
691,2015,4,Santa Cruz,348.0,9035.0
692,2015,4,Santa Fe,481.0,12526.25
693,2015,4,Santiago Del Estero,409.0,10636.250000000002
694,2015,4,Tierra Del Fuego,347.0,9008.75
695,2015,4,Tucumán,488.0,12710.0
696,2015,3,Buenos Aires,470.0,16350.0
697,2015,3,Capital Federal,566.0,19710.000000000004
698,2015,3,Catamarca,388.0,13480.000000000002
699,2015,3,Chaco,547.0,19045.0
700,2015,3,Chubut,328.0,11380.000000000002
701,2015,3,Córdoba,487.0,16945.0
702,2015,3,Corrientes,506.0,17610.000000000004
703,2015,3,Entre Ríos,477.0,16595.0
704,2015,3,Formosa,417.0,14495.000000000002
705,2015,3,Jujuy,353.0,12255.000000000002
706,2015,3,La Pampa,291.0,10085.0
707,2015,3,La Rioja,425.0,14775.0
708,2015,3,Mendoza,350.0,12150.0
709,2015,3,Misiones,563.0,19605.0
710,2015,3,Neuquén,423.0,14705.000000000002
711,2015,3,Río Negro,374.0,12990.0
712,2015,3,Salta,442.0,15370.000000000002
713,2015,3,San Juan,348.0,12080.000000000002
714,2015,3,San Luis,350.0,12150.0
715,2015,3,Santa Cruz,348.0,12080.000000000002
716,2015,3,Santa Fe,456.0,15860.0
717,2015,3,Santiago Del Estero,391.0,13585.0
718,2015,3,Tierra Del Fuego,348.0,12080.000000000002
719,2015,3,Tucumán,457.0,15895.000000000002
720,2015,2,Buenos Aires,446.0,23315.0
721,2015,2,Capital Federal,531.0,27777.500000000004
722,2015,2,Catamarca,368.0,19220.0
723,2015,2,Chaco,519.0,27147.500000000004
724,2015,2,Chubut,322.0,16805.0
725,2015,2,Córdoba,456.0,23840.0
726,2015,2,Corrientes,485.0,25362.5
727,2015,2,Entre Ríos,455.0,23787.5
728,2015,2,Formosa,376.0,19640.0
729,2015,2,Jujuy,341.0,17802.5
730,2015,2,La Pampa,286.0,14915.0
731,2015,2,La Rioja,400.0,20900.0
732,2015,2,Mendoza,350.0,18275.0
733,2015,2,Misiones,533.0,27882.5
734,2015,2,Neuquén,406.0,21215.0
735,2015,2,Río Negro,367.0,19167.5
736,2015,2,Salta,422.0,22055.0
737,2015,2,San Juan,348.0,18170.0
738,2015,2,San Luis,350.0,18275.0
739,2015,2,Santa Cruz,347.0,18117.5
740,2015,2,Santa Fe,430.0,22475.0
741,2015,2,Santiago Del Estero,373.0,19482.5
742,2015,2,Tierra Del Fuego,348.0,18170.0
743,2015,2,Tucumán,431.0,22527.5
744,2015,1,Buenos Aires,432.0,45260.0
745,2015,1,Capital Federal,500.0,52400.0
746,2015,1,Catamarca,348.0,36440.0
747,2015,1,Chaco,490.0,51350.0
748,2015,1,Chubut,321.0,33605.0
749,2015,1,Córdoba,430.0,45050.0
750,2015,1,Corrientes,463.0,48515.0
751,2015,1,Entre Ríos,435.0,45575.0
752,2015,1,Formosa,338.0,35390.0
753,2015,1,Jujuy,324.0,33920.0
754,2015,1,La Pampa,283.0,29615.000000000004
755,2015,1,La Rioja,378.0,39590.0
756,2015,1,Mendoza,350.0,36650.0
757,2015,1,Misiones,497.0,52085.0
758,2015,1,Neuquén,391.0,40955.0
759,2015,1,Río Negro,359.0,37595.0
760,2015,1,Salta,402.0,42110.0
761,2015,1,San Juan,348.0,36440.0
762,2015,1,San Luis,350.0,36650.0
763,2015,1,Santa Cruz,347.0,36335.0
764,2015,1,Santa Fe,406.0,42530.0
765,2015,1,Santiago Del Estero,357.0,37385.0
766,2015,1,Tierra Del Fuego,345.0,36125.0
767,2015,1,Tucumán,407.0,42635.0
768,2014,4,Buenos Aires,420.0,10925.0
769,2014,4,Capital Federal,478.0,12447.5
770,2014,4,Catamarca,334.0,8667.5
771,2014,4,Chaco,398.0,10347.5
772,2014,4,Chubut,317.0,8221.25
773,2014,4,Córdoba,409.0,10636.250000000002
774,2014,4,Corrientes,381.0,9901.25
775,2014,4,Entre Ríos,380.0,9875.0
776,2014,4,Formosa,302.0,7827.500000000001
777,2014,4,Jujuy,313.0,8116.250000000001
778,2014,4,La Pampa,275.0,7118.75
779,2014,4,La Rioja,358.0,9297.5
780,2014,4,Mendoza,350.0,9087.5
781,2014,4,Misiones,403.0,10478.75
782,2014,4,Neuquén,385.0,10006.25
783,2014,4,Río Negro,354.0,9192.5
784,2014,4,Salta,386.0,10032.5
785,2014,4,San Juan,348.0,9035.0
786,2014,4,San Luis,350.0,9087.5
787,2014,4,Santa Cruz,333.0,8641.25
788,2014,4,Santa Fe,378.0,9822.5
789,2014,4,Santiago Del Estero,346.0,8982.5
790,2014,4,Tierra Del Fuego,347.0,9008.75
791,2014,4,Tucumán,386.0,10032.5
792,2014,3,Buenos Aires,397.0,13795.000000000002
793,2014,3,Capital Federal,444.0,15440.0
794,2014,3,Catamarca,292.0,10120.0
795,2014,3,Chaco,346.0,12010.0
796,2014,3,Chubut,317.0,10995.0
797,2014,3,Córdoba,366.0,12710.0
798,2014,3,Corrientes,341.0,11835.0
799,2014,3,Entre Ríos,340.0,11800.0
800,2014,3,Formosa,266.0,9210.0
801,2014,3,Jujuy,293.0,10155.000000000002
802,2014,3,La Pampa,282.0,9770.0
803,2014,3,La Rioja,310.0,10750.0
804,2014,3,Mendoza,350.0,12150.0
805,2014,3,Misiones,358.0,12430.000000000002
806,2014,3,Neuquén,374.0,12990.0
807,2014,3,Río Negro,348.0,12080.000000000002
808,2014,3,Salta,341.0,11835.0
809,2014,3,San Juan,347.0,12045.0
810,2014,3,San Luis,350.0,12150.0
811,2014,3,Santa Cruz,331.0,11485.0
812,2014,3,Santa Fe,338.0,11730.000000000002
813,2014,3,Santiago Del Estero,310.0,10750.0
814,2014,3,Tierra Del Fuego,347.0,12045.0
815,2014,3,Tucumán,335.0,11625.0
816,2014,2,Buenos Aires,385.0,20112.5
817,2014,2,Capital Federal,425.0,22212.5
818,2014,2,Catamarca,292.0,15230.000000000002
819,2014,2,Chaco,342.0,17855.0
820,2014,2,Chubut,316.0,16490.0
821,2014,2,Córdoba,356.0,18590.0
822,2014,2,Corrientes,337.0,17592.5
823,2014,2,Entre Ríos,331.0,17277.5
824,2014,2,Formosa,265.0,13812.5
825,2014,2,Jujuy,277.0,14442.500000000002
826,2014,2,La Pampa,268.0,13970.000000000002
827,2014,2,La Rioja,310.0,16175.0
828,2014,2,Mendoza,350.0,18275.0
829,2014,2,Misiones,354.0,18485.0
830,2014,2,Neuquén,366.0,19115.0
831,2014,2,Río Negro,343.0,17907.5
832,2014,2,Salta,339.0,17697.5
833,2014,2,San Juan,347.0,18117.5
834,2014,2,San Luis,350.0,18275.0
835,2014,2,Santa Cruz,332.0,17330.0
836,2014,2,Santa Fe,331.0,17277.5
837,2014,2,Santiago Del Estero,307.0,16017.500000000002
838,2014,2,Tierra Del Fuego,347.0,18117.5
839,2014,2,Tucumán,335.0,17487.5
840,2014,1,Buenos Aires,373.0,39065.0
841,2014,1,Capital Federal,402.0,42110.0
842,2014,1,Catamarca,280.0,29300.0
843,2014,1,Chaco,326.0,34130.0
844,2014,1,Chubut,318.0,33290.0
845,2014,1,Córdoba,339.0,35495.0
846,2014,1,Corrientes,322.0,33710.0
847,2014,1,Entre Ríos,317.0,33185.0
848,2014,1,Formosa,257.0,26885.000000000004
849,2014,1,Jujuy,269.0,28145.0
850,2014,1,La Pampa,265.0,27725.0
851,2014,1,La Rioja,296.0,30980.0
852,2014,1,Mendoza,350.0,36650.0
853,2014,1,Misiones,340.0,35600.0
854,2014,1,Neuquén,355.0,37175.0
855,2014,1,Río Negro,335.0,35075.0
856,2014,1,Salta,330.0,34550.0
857,2014,1,San Juan,347.0,36335.0
858,2014,1,San Luis,350.0,36650.0
859,2014,1,Santa Cruz,332.0,34760.0
860,2014,1,Santa Fe,315.0,32975.0
861,2014,1,Santiago Del Estero,295.0,30875.0
862,2014,1,Tierra Del Fuego,345.0,36125.0
863,2014,1,Tucumán,321.0,33605.0
